"scaffold_name","GeneID","TranscriptID","Feature","Contig","Start","Stop","Strand","Name","Product","Alias.Synonyms","EC_number","BUSCO","PFAM","InterPro","EggNog","COG","GO.Terms","Secreted","Membrane","Protease","CAZyme","Notes","begin","end","pos.mean","pos.begin","pos.end","pos.scaffold","window","variable","value","analysis","i.begin","i.end"
"CCBN010000001.1","gene-BN980_GECA01s00571g","gene-BN980_GECA01s00571g-T1","mRNA","CCBN010000001.1",134729,137538,"+","VPS34","Phosphatidylinositol (PI) 3-kinase",NA,"2.7.1.137","EOG09340XKO","PF00613;PF00792","IPR000403 Phosphatidylinositol 3-/4-kinase, catalytic domain;IPR001263 Phosphoinositide 3-kinase, accessory (PIK) domain;IPR002420 C2 phosphatidylinositol 3-kinase-type domain;IPR008290 Phosphatidylinositol 3-kinase, Vps34 type;IPR011009 Protein kinase-like domain superfamily;IPR015433 Phosphatidylinositol kinase;IPR016024 Armadillo-type fold;IPR018936 Phosphatidylinositol 3/4-kinase, conserved site;IPR035892 C2 domain superfamily;IPR036940 Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily;IPR042236 Phosphoinositide 3-kinase, accessory (PIK) domain superfamily","ENOG503NWH2","T:(T) Signal transduction mechanisms;U:(U) Intracellular trafficking, secretion, and vesicular transport","GO_function: GO:0016303 - 1-phosphatidylinositol-3-kinase activity [Evidence IEA];GO_function: GO:0016301 - kinase activity [Evidence IEA];GO_process: GO:0048015 - phosphatidylinositol-mediated signaling [Evidence IEA];GO_process: GO:0046854 - phosphatidylinositol phosphate biosynthetic process [Evidence IEA]",NA,NA,"","","",134729,137538,138.7505,135.001,142.5,1,28,"Cheese_3",4.2512077294686e-05,"pi",135001,142500
"CCBN010000001.1","gene-BN980_GECA01s00593g","gene-BN980_GECA01s00593g-T1","mRNA","CCBN010000001.1",139733,140602,"+","","hypothetical protein",NA,"","","","","","","",NA,NA,"","","",139733,140602,138.7505,135.001,142.5,1,28,"Cheese_3",4.2512077294686e-05,"pi",135001,142500
"CCBN010000001.1","gene-BN980_GECA01s00609g","gene-BN980_GECA01s00609g-T1","mRNA","CCBN010000001.1",141276,142040,"-","","hypothetical protein",NA,"","","PF10342","IPR018466 Kre9/Knh1 family","ENOG503P8CW","S:(S) Function unknown","",NA,NA,"","","",141276,142040,138.7505,135.001,142.5,1,28,"Cheese_3",4.2512077294686e-05,"pi",135001,142500
"CCBN010000001.1","gene-BN980_GECA01s01143g","gene-BN980_GECA01s01143g-T1","mRNA","CCBN010000001.1",244822,246633,"-","","conserved hypothetical protein. Putative U2 snRNP auxiliary factor",NA,"","","PF00076","IPR000504 RNA recognition motif domain;IPR012677 Nucleotide-binding alpha-beta plait domain superfamily;IPR035979 RNA-binding domain superfamily","ENOG503NUP9","A:(A) RNA processing and modification","GO_function: GO:0003676 - nucleic acid binding [Evidence IEA]",NA,NA,"","","",244822,246633,248.7505,245.001,252.5,1,50,"Cheese_3",2.22222222222222e-05,"pi",245001,252500
"CCBN010000001.1","gene-BN980_GECA01s01154g","gene-BN980_GECA01s01154g-T1","mRNA","CCBN010000001.1",246969,253637,"-","URA2_1","Carbamoyl-phosphate synthase",NA,"","","PF00117;PF00185;PF00988;PF02142;PF02222;PF02729;PF02786;PF02787;PF07478","IPR002082 Aspartate carbamoyltransferase;IPR002474 Carbamoyl-phosphate synthase small subunit, N-terminal domain;IPR005479 Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain;IPR005480 Carbamoyl-phosphate synthetase, large subunit oligomerisation domain;IPR005483 Carbamoyl-phosphate synthase large subunit, CPSase domain;IPR006130 Aspartate/ornithine carbamoyltransferase;IPR006131 Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain;IPR006132 Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding;IPR006274 Carbamoyl-phosphate synthase, small subunit;IPR006275 Carbamoyl-phosphate synthase, large subunit;IPR011607 Methylglyoxal synthase-like domain;IPR011761 ATP-grasp fold;IPR013815 ATP-grasp fold, subdomain 1;IPR016185 Pre-ATP-grasp domain superfamily;IPR017926 Glutamine amidotransferase;IPR029062 Class I glutamine amidotransferase-like;IPR032466 Metal-dependent hydrolase;IPR035686 Carbamoyl-phosphate synthase small subunit, GATase1 domain;IPR036480 Carbamoyl-phosphate synthase small subunit, N-terminal domain superfamily;IPR036897 Carbamoyl-phosphate synthetase, large subunit oligomerisation domain superfamily;IPR036901 Aspartate/ornithine carbamoyltransferase superfamily;IPR036914 Methylglyoxal synthase-like domain superfamily","ENOG503NW85","F:(F) Nucleotide transport and metabolism","GO_function: GO:0046872 - metal ion binding [Evidence IEA];GO_function: GO:0016597 - amino acid binding [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0004088 - carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [Evidence IEA];GO_function: GO:0004070 - aspartate carbamoyltransferase activity [Evidence IEA];GO_function: GO:0016743 - carboxyl- or carbamoyltransferase activity [Evidence IEA];GO_process: GO:0006541 - glutamine metabolic process [Evidence IEA];GO_process: GO:0006520 - cellular amino acid metabolic process [Evidence IEA];GO_process: GO:0006207 - 'de novo' pyrimidine nucleobase biosynthetic process [Evidence IEA];GO_process: GO:0006807 - nitrogen compound metabolic process [Evidence IEA]",NA,NA,"C26","","",246969,253637,248.7505,245.001,252.5,1,50,"Cheese_3",2.22222222222222e-05,"pi",245001,252500
"CCBN010000001.1","gene-BN980_GECA01s04256g","gene-BN980_GECA01s04256g-T1","mRNA","CCBN010000001.1",881279,885789,"-","PAN1_1","actin organization and endocytosis protein",NA,"","EOG09341PQR","PF02205;PF08226;PF12763","IPR000261 EH domain;IPR002048 EF-hand domain;IPR003124 WH2 domain;IPR011992 EF-hand domain pair;IPR013182 Domain of unknown function DUF1720","ENOG503NVR0","T:(T) Signal transduction mechanisms;U:(U) Intracellular trafficking, secretion, and vesicular transport","GO_function: GO:0005515 - protein binding [Evidence IEA];GO_function: GO:0005509 - calcium ion binding [Evidence IEA];GO_function: GO:0003779 - actin binding [Evidence IEA]",NA,NA,"","","",881279,885789,888.7505,885.001,892.5,1,178,"Cheese_3",4.97584541062802e-05,"pi",885001,892500
"CCBN010000001.1","gene-BN980_GECA01s04278g","gene-BN980_GECA01s04278g-T1","mRNA","CCBN010000001.1",886566,887156,"-","UBC4","Ubiquitin-conjugating enzyme E2 4",NA,"2.3.2.23","","PF00179","IPR000608 Ubiquitin-conjugating enzyme E2;IPR016135 Ubiquitin-conjugating enzyme/RWD-like;IPR023313 Ubiquitin-conjugating enzyme, active site","ENOG503NWPW","O:(O) Posttranslational modification, protein turnover, chaperones","",NA,NA,"","","",886566,887156,888.7505,885.001,892.5,1,178,"Cheese_3",4.97584541062802e-05,"pi",885001,892500
"CCBN010000001.1","gene-BN980_GECA01s04795g","gene-BN980_GECA01s04795g-T1","mRNA","CCBN010000001.1",994947,996296,"+","","hypothetical protein",NA,"","","PF00018;PF04366;PF07653;PF14604","IPR001452 SH3 domain;IPR007461 Ysc84 actin-binding domain;IPR033643 SH3YL1-like, SYLF domain;IPR036028 SH3-like domain superfamily","ENOG503NWAM","S:(S) Function unknown","GO_function: GO:0005515 - protein binding [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YFR024C-A LSB3 Protein containing a C-terminal SH3 domain",994947,996296,998.7505,995.001,1002.5,1,200,"Cheese_3",4.34782608695652e-05,"pi",995001,1002500
"CCBN010000001.1","gene-BN980_GECA01s04806g","gene-BN980_GECA01s04806g-T1","mRNA","CCBN010000001.1",996866,1000096,"-","PAB1_1","Protein phosphatase PP2A regulatory subunit B",NA,"","","PF00076","IPR000504 RNA recognition motif domain;IPR012677 Nucleotide-binding alpha-beta plait domain superfamily;IPR035979 RNA-binding domain superfamily","ENOG503NXFC","A:(A) RNA processing and modification","GO_function: GO:0003676 - nucleic acid binding [Evidence IEA]",NA,NA,"","","",996866,1000096,998.7505,995.001,1002.5,1,200,"Cheese_3",4.34782608695652e-05,"pi",995001,1002500
"CCBN010000001.1","gene-BN980_GECA01s04817g","gene-BN980_GECA01s04817g-T1","mRNA","CCBN010000001.1",1001003,1002172,"-","RNR2_1","Ribonucleotide-diphosphate reductase (RNR), small subunit",NA,"1.17.4.1","EOG09342204","PF00268","IPR000358 Ribonucleotide reductase small subunit family;IPR009078 Ferritin-like superfamily;IPR012348 Ribonucleotide reductase-like;IPR030475 Ribonucleotide reductase small subunit, acitve site;IPR033909 Ribonucleotide reductase small subunit","ENOG503NW0V","F:(F) Nucleotide transport and metabolism","GO_function: GO:0016491 - oxidoreductase activity [Evidence IEA];GO_process: GO:0009263 - deoxyribonucleotide biosynthetic process [Evidence IEA]",NA,NA,"","","",1001003,1002172,998.7505,995.001,1002.5,1,200,"Cheese_3",4.34782608695652e-05,"pi",995001,1002500
"CCBN010000001.1","gene-BN980_GECA01s04971g","gene-BN980_GECA01s04971g-T1","mRNA","CCBN010000001.1",1029086,1030765,"-","","hypothetical protein",NA,"3.5.1.4","","PF01425","IPR020556 Amidase, conserved site;IPR023631 Amidase signature domain;IPR036928 Amidase signature (AS) superfamily","ENOG503NTYP","I:(I) Lipid transport and metabolism;J:(J) Translation, ribosomal structure and biogenesis;T:(T) Signal transduction mechanisms","",NA,NA,"","","similar to Saccharomyces cerevisiae YDR242W AMD2 Putative amidase",1029086,1030765,1033.7505,1030.001,1037.5,1,207,"Cheese_3",1.11111111111111e-05,"pi",1030001,1037500
"CCBN010000001.1","gene-BN980_GECA01s05081g","gene-BN980_GECA01s05081g-T1","mRNA","CCBN010000001.1",1056824,1060022,"-","CHS2_1","Chitin synthase, class 2",NA,"2.4.1.16","","PF01644;PF08407","IPR004834 Fungal chitin synthase;IPR004835 Chitin synthase;IPR013616 Chitin synthase N-terminal;IPR029044 Nucleotide-diphospho-sugar transferases","ENOG503NUPC","M:(M) Cell wall/membrane/envelope biogenesis","GO_function: GO:0016758 - hexosyltransferase activity [Evidence IEA];GO_function: GO:0004100 - chitin synthase activity [Evidence IEA];GO_process: GO:0006031 - chitin biosynthetic process [Evidence IEA]",NA,NA,"","GT2_Chitin_synth","",1056824,1060022,1063.7505,1060.001,1067.5,1,213,"Cheese_3",4.44444444444444e-05,"pi",1060001,1067500
"CCBN010000001.1","gene-BN980_GECA01s05092g","gene-BN980_GECA01s05092g-T1","mRNA","CCBN010000001.1",1061051,1062067,"+","GLO1","Lactoylglutathione lyase",NA,"4.4.1.5","EOG09342LHU","PF00903;PF13669","IPR004360 Glyoxalase/fosfomycin resistance/dioxygenase domain;IPR004361 Glyoxalase I;IPR018146 Glyoxalase I, conserved site;IPR029068 Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase;IPR037523 Vicinal oxygen chelate (VOC) domain","ENOG503NVC4","G:(G) Carbohydrate transport and metabolism","GO_function: GO:0004462 - lactoylglutathione lyase activity [Evidence IEA];GO_function: GO:0046872 - metal ion binding [Evidence IEA]",NA,NA,"","","",1061051,1062067,1063.7505,1060.001,1067.5,1,213,"Cheese_3",4.44444444444444e-05,"pi",1060001,1067500
"CCBN010000001.1","gene-BN980_GECA01s05103g","gene-BN980_GECA01s05103g-T1","mRNA","CCBN010000001.1",1062360,1063604,"+","LEM3_1","alkylphosphocholine resistance protein lem3",NA,"","","PF03381","IPR005045 CDC50/LEM3 family","ENOG503NVEE","D:(D) Cell cycle control, cell division, chromosome partitioning;K:(K) Transcription;T:(T) Signal transduction mechanisms","GO_component: GO:0016020 - membrane [Evidence IEA]",NA,NA,"","","",1062360,1063604,1063.7505,1060.001,1067.5,1,213,"Cheese_3",4.44444444444444e-05,"pi",1060001,1067500
"CCBN010000001.1","gene-BN980_GECA01s05125g","gene-BN980_GECA01s05125g-T1","mRNA","CCBN010000001.1",1065387,1066925,"+","PDH1_1","ATP-binding cassette transporter CGR1",NA,"4.2.1.79","","PF03972;PF19305","IPR005656 MmgE/PrpD;IPR012705 2-methylcitrate dehydratase PrpD;IPR036148 MmgE/PrpD superfamily;IPR042183 MmgE/PrpD superfamily, domain 1;IPR042188 MmgE/PrpD superfamily, domain 2","ENOG503NWTN","S:(S) Function unknown","GO_function: GO:0047547 - 2-methylcitrate dehydratase activity [Evidence IEA];GO_function: GO:0016829 - lyase activity [Evidence IEA];GO_function: GO:0051537 - 2 iron, 2 sulfur cluster binding [Evidence IEA];GO_process: GO:0019679 - propionate metabolic process, methylcitrate cycle [Evidence IEA]",NA,NA,"","","",1065387,1066925,1063.7505,1060.001,1067.5,1,213,"Cheese_3",4.44444444444444e-05,"pi",1060001,1067500
"CCBN010000001.1","gene-BN980_GECA01s05554g","gene-BN980_GECA01s05554g-T1","mRNA","CCBN010000001.1",1170319,1171331,"-","RPS4_1","40S ribosomal protein S4",NA,"","","PF00467;PF00900;PF01479;PF08071;PF16121","IPR000876 Ribosomal protein S4e;IPR002942 RNA-binding S4 domain;IPR005824 KOW;IPR013843 Ribosomal protein S4e, N-terminal;IPR013845 Ribosomal protein S4e, central region;IPR014722 Ribosomal protein L2, domain 2;IPR018199 Ribosomal protein S4e, N-terminal, conserved site;IPR032277 40S ribosomal protein S4, C-terminal domain;IPR036986 RNA-binding S4 domain superfamily;IPR038237 Ribosomal protein S4e, central domain superfamily;IPR041982 Ribosomal protein S4, KOW domain","ENOG503NTXF","J:(J) Translation, ribosomal structure and biogenesis","GO_component: GO:0005840 - ribosome [Evidence IEA];GO_function: GO:0003723 - RNA binding [Evidence IEA];GO_function: GO:0003735 - structural constituent of ribosome [Evidence IEA];GO_process: GO:0006412 - translation [Evidence IEA]",NA,NA,"","","",1170319,1171331,1173.7505,1170.001,1177.5,1,235,"Cheese_3",4.58937198067633e-05,"pi",1170001,1177500
"CCBN010000001.1","gene-BN980_GECA01s05565g","gene-BN980_GECA01s05565g-T1","mRNA","CCBN010000001.1",1172567,1173897,"+","HYM1","Hym1p",NA,"","EOG09342BID","PF08569","IPR011989 Armadillo-like helical;IPR013878 Mo25-like;IPR016024 Armadillo-type fold","ENOG503NY6M","S:(S) Function unknown","",NA,NA,"","","",1172567,1173897,1173.7505,1170.001,1177.5,1,235,"Cheese_3",4.58937198067633e-05,"pi",1170001,1177500
"CCBN010000001.1","gene-BN980_GECA01s05576g","gene-BN980_GECA01s05576g-T1","mRNA","CCBN010000001.1",1173946,1175811,"-","VPS36","Vacuolar protein-sorting-associated protein 36",NA,"3.5.1.4","EOG093419C1","PF04157;PF11605;PF16988","IPR011993 PH-like domain superfamily;IPR021648 Vacuolar protein sorting protein 36, GLUE domain;IPR031558 Vacuolar protein-sorting-associated protein 36, NZF-N zinc-finger domain;IPR036388 Winged helix-like DNA-binding domain superfamily;IPR036390 Winged helix DNA-binding domain superfamily;IPR036443 Zinc finger, RanBP2-type superfamily;IPR037855 Vacuolar protein sorting protein 36;IPR040608 Snf8/Vps36 family","ENOG503P0KE","U:(U) Intracellular trafficking, secretion, and vesicular transport","GO_component: GO:0000814 - ESCRT II complex [Evidence IEA];GO_function: GO:0032266 - phosphatidylinositol-3-phosphate binding [Evidence IEA];GO_function: GO:0043130 - ubiquitin binding [Evidence IEA];GO_process: GO:0032509 - endosome transport via multivesicular body sorting pathway [Evidence IEA]",NA,NA,"","","",1173946,1175811,1173.7505,1170.001,1177.5,1,235,"Cheese_3",4.58937198067633e-05,"pi",1170001,1177500
"CCBN010000001.1","gene-BN980_GECA01s05587g","gene-BN980_GECA01s05587g-T1","mRNA","CCBN010000001.1",1176094,1176972,"-","","hypothetical protein",NA,"","","","","ENOG503NXT9","A:(A) RNA processing and modification","",NA,NA,"","","",1176094,1176972,1173.7505,1170.001,1177.5,1,235,"Cheese_3",4.58937198067633e-05,"pi",1170001,1177500
"CCBN010000001.1","gene-BN980_GECA01s05598g","gene-BN980_GECA01s05598g-T1","mRNA","CCBN010000001.1",1177340,1178782,"+","SET5_1","SET domain-containing protein 5",NA,"","","","IPR001214 SET domain","ENOG503NX13","B:(B) Chromatin structure and dynamics","GO_function: GO:0005515 - protein binding [Evidence IEA]",NA,NA,"","","",1177340,1178782,1173.7505,1170.001,1177.5,1,235,"Cheese_3",4.58937198067633e-05,"pi",1170001,1177500
"CCBN010000001.1","gene-BN980_GECA01s06621g","gene-BN980_GECA01s06621g-T1","mRNA","CCBN010000001.1",1405555,1407297,"+","","hypothetical protein",NA,"","","PF07690","IPR011701 Major facilitator superfamily;IPR036259 MFS transporter superfamily","ENOG503NVM3","G:(G) Carbohydrate transport and metabolism","GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YIL166C Putative protein with similarity to the allantoate permease (Dal5p) subfamily of the major facilitator superfamily",1405555,1407297,1408.7505,1405.001,1412.5,1,282,"Cheese_3",2.65107212475634e-05,"pi",1405001,1412500
"CCBN010000001.1","gene-BN980_GECA01s06643g","gene-BN980_GECA01s06643g-T1","mRNA","CCBN010000001.1",1409840,1411582,"+","","hypothetical protein",NA,"","","PF07690","IPR011701 Major facilitator superfamily;IPR036259 MFS transporter superfamily","ENOG503NVM3","G:(G) Carbohydrate transport and metabolism","GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YIL166C Putative protein with similarity to the allantoate permease (Dal5p) subfamily of the major facilitator superfamily",1409840,1411582,1408.7505,1405.001,1412.5,1,282,"Cheese_3",2.65107212475634e-05,"pi",1405001,1412500
"CCBN010000001.1","gene-BN980_GECA01s06643g","gene-BN980_GECA01s06643g-T1","mRNA","CCBN010000001.1",1409840,1411582,"+","","hypothetical protein",NA,"","","PF07690","IPR011701 Major facilitator superfamily;IPR036259 MFS transporter superfamily","ENOG503NVM3","G:(G) Carbohydrate transport and metabolism","GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YIL166C Putative protein with similarity to the allantoate permease (Dal5p) subfamily of the major facilitator superfamily",1409840,1411582,1413.7505,1410.001,1417.5,1,283,"Cheese_3",5.21739130434783e-05,"pi",1410001,1417500
"CCBN010000001.1","gene-BN980_GECA01s06654g","gene-BN980_GECA01s06654g-T1","mRNA","CCBN010000001.1",1415473,1417215,"+","","hypothetical protein",NA,"","","PF07690","IPR011701 Major facilitator superfamily;IPR036259 MFS transporter superfamily","ENOG503NVM3","G:(G) Carbohydrate transport and metabolism","GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YIL166C Putative protein with similarity to the allantoate permease (Dal5p) subfamily of the major facilitator superfamily",1415473,1417215,1413.7505,1410.001,1417.5,1,283,"Cheese_3",5.21739130434783e-05,"pi",1410001,1417500
"CCBN010000001.1","gene-BN980_GECA01s07270g","gene-BN980_GECA01s07270g-T1","mRNA","CCBN010000001.1",1556065,1556967,"-","","hypothetical protein",NA,"","","PF00248","IPR018170 Aldo/keto reductase, conserved site;IPR020471 Aldo-keto reductase;IPR023210 NADP-dependent oxidoreductase domain;IPR036812 NADP-dependent oxidoreductase domain superfamily","ENOG503NXGZ","S:(S) Function unknown","GO_function: GO:0047834 - D-threo-aldose 1-dehydrogenase activity [Evidence IEA];GO_function: GO:0016491 - oxidoreductase activity [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YJR096W Putative xylose and arabinose reductase",1556065,1556967,1558.7505,1555.001,1562.5,1,312,"Cheese_3",2.22222222222222e-05,"pi",1555001,1562500
"CCBN010000001.1","gene-BN980_GECA01s07303g","gene-BN980_GECA01s07303g-T1","mRNA","CCBN010000001.1",1561155,1562057,"+","","hypothetical protein",NA,"","","PF00248","IPR018170 Aldo/keto reductase, conserved site;IPR020471 Aldo-keto reductase;IPR023210 NADP-dependent oxidoreductase domain;IPR036812 NADP-dependent oxidoreductase domain superfamily","ENOG503NXGZ","S:(S) Function unknown","GO_function: GO:0047834 - D-threo-aldose 1-dehydrogenase activity [Evidence IEA];GO_function: GO:0016491 - oxidoreductase activity [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YJR096W Putative xylose and arabinose reductase",1561155,1562057,1558.7505,1555.001,1562.5,1,312,"Cheese_3",2.22222222222222e-05,"pi",1555001,1562500
"CCBN010000001.1","gene-BN980_GECA01s07501g","gene-BN980_GECA01s07501g-T1","mRNA","CCBN010000001.1",1599595,1600734,"+","","hypothetical protein, no similarity",NA,"","","PF07557","IPR011515 Shugoshin, C-terminal","","","GO_component: GO:0000775 - chromosome, centromeric region [Evidence IEA];GO_component: GO:0005634 - nucleus [Evidence IEA];GO_process: GO:0045132 - meiotic chromosome segregation [Evidence IEA]",NA,NA,"","","",1599595,1600734,1603.7505,1600.001,1607.5,1,321,"Cheese_3",4.2512077294686e-05,"pi",1600001,1607500
